get to,に到着する,phrase
give rise to,生む,phrase
go bankrupt,倒産する,phrase
go through,を通過する,phrase
go without,～なしに済ます,phrase
had better not,しない方が良い,phrase
hang up,中断する,phrase
hardly any,ほとんどがない,phrase
have an influence on,に影響を与える,phrase
have faith in,を信頼している,phrase
have nothing to do with,と何ら関係がない,phrase
hit on,急に思いつく,phrase
hold the line,電話を切らずに待つ,phrase
in accordance with,に従って,phrase
in comparison with,と比較して,phrase
in contrast to,とは対照的に,phrase
in good faith,誠意をもって,phrase
in pursuit of,を追求して,phrase
in relation to,に関連して,phrase
in return for,のお返しに,phrase
in sight,視界に入って,phrase
in the face of,と向かい合って,phrase
in the short run,短期的には,phrase
in the way of,の邪魔になって,phrase
just around the corner,間近に迫った,phrase
just because,単に～だという理由で,phrase
learn by heart,を暗記する,phrase
let down,～を失望させる,phrase
look into,を調べる,phrase
look over,にざっと目を通す,phrase
look up,を調べる,phrase
make a fool of,馬鹿なことをする,phrase
make up,話をでっちあげる,phrase
make use of,を利用する,phrase
might as well,した方がいいかもしれない,phrase
might have,～したかもしれない,phrase
most of all,何よりも,phrase
not A but B,AではなくB,phrase
not A or B,AでもBでもない,phrase
not always,いつでもとは限らない,phrase
not quite,完全にというわけではない,phrase
not to mention,は言うまでもなく,phrase
now that,今はもう～なので,phrase
on a basis,の基準で,phrase
on account of,のために,phrase
on impulse,衝動的に,phrase
out of place,その場にふさわしくない,phrase
persist in,を主張する,phrase
play a role in,の役割を演じる,phrase
put aside,を脇に置く,phrase
put together,組み立てる,phrase
put up,を掲げる,phrase
range from A to B,AからBに及ぶ,phrase
see if,かどうか確かめる,phrase
see off,見送る,phrase
set aside,脇に置く,phrase
so long as,～である限り,phrase
sum up,合計する,phrase
take after,に似ている,phrase
take for granted,を当然のことと思う,phrase
take hold of,をつかむ,phrase
think nothing of,を全く気にしない,phrase
to death,死ぬまで,phrase
to extent,の程度に,phrase
to one's relief,ほっとしたことに,phrase
within distance,とどく距離に,phrase
without trace,跡形もなく,phrase
work out,うまくいく,phrase
give off,を放つ，放出する,phrase
track down,の跡を辿る,phrase
wash away,を洗い流す,phrase
air out,が乾く，乾燥する,phrase
pin down,をピンで留める，押さえつける,phrase
try out,を試す,phrase
hold off,を寄せ付けない，引き離す,phrase
fall for,に夢中になる，騙される,phrase
miss out,機会を逃す，見落とす,phrase
drag on,長引く，延々と続く,phrase
defend A against B,BからAを守る,phrase
life expectancy,余命，寿命,phrase
for instance,例えば,phrase
in response to,に応じて，に反応して,phrase
identify A as B,AがBだと分かる，認識する,phrase
pass on,通り過ぎる，を伝える,phrase
in place of,の代わりに,phrase
tuition fee,授業料,phrase
feed on,にエサをやる,phrase
send in,に送る,phrase
in exchange,引き換えに，交換として,phrase
run down,流れ落ちる，荒廃する,phrase
blend in,溶け合う，調和する,phrase
brush off,をすげなく断る，無視する,phrase
cut down,を減らす，削減する,phrase
feed off,から取って食べる，情報を得る,phrase
go under,失敗する，破産する,phrase
knock down,を取り壊す，打ち倒す,phrase
pass for,として通る，通過する,phrase
pile in,どっと中に入る,phrase
pull over,車を止める,phrase
bank on,を当てにする，頼る,phrase
build up,増大する，築き上げる,phrase
cover for,を覆う，代理となる,phrase
dish out,盛り付ける，配膳する,phrase
fit into,に溶け込む，調和する,phrase
pass off,次第に消える，うまくやる,phrase
pass over,を無視する，通り越す,phrase
press for,をせがむ，要求する,phrase
pull through,を乗り越える,phrase
rub in,刷り込む，繰り返し言う,phrase
stand over,を監督する，延期する,phrase
put forth,を進める，出す,phrase
back off,後退する，後ろに下がる,phrase
fall under,支配下に入る，分類される,phrase
pile up,を積み上げる,phrase
shake up,大きく変える，再編する,phrase
see through,を見抜く，見通す,phrase
win over,に勝つ，勝利する,phrase
tell on,言いつける，告げ口する,phrase
round up,寄せ集める，切り上げる,phrase
level off,平らにする,phrase
ease into,にゆっくりと入る,phrase
force down,を無理やり飲み込む,phrase
stick up for,を支持する，を弁護する,phrase
slip by,そっと通り過ぎる,phrase
talk down to,見下して話す,phrase
grow into,に発展する,phrase
skim over,流し読みする，ざっと読む,phrase
branch off,分岐する，枝を広げる,phrase
tip over,ひっくり返る，転覆する,phrase
scratch out,(線を引いて)消す,phrase
hold out,持ちこたえる，我慢する,phrase
blast off,発射される,phrase
pack up,を荷造りする,phrase
feel for,を感じる，同情する,phrase
stir up,をかき混ぜる，刺激する,phrase
shut out,を締め出す,phrase
lock in,を閉じ込める,phrase
come down to,結局～になる，に帰する,phrase
keep up on,の最新状況を把握する,phrase
stand up to,に抵抗する，耐える,phrase
fall away,弱まる，落ちる,phrase
fire up,点火する，起動する,phrase
stick around,居残る，うろうろする,phrase
step down,降りる，身を引く,phrase
play up,を重視する，強調する,phrase
fix up,を修理する，決定する,phrase
throw off,を投げ捨てる,phrase
clean out,を一掃する,phrase
grow on,成長する，大きくなる,phrase
lift off,離陸する,phrase
come before,の前に現れる,phrase
hold over,を持ち越す,phrase
roll up,を巻き上げる,phrase
stay off,から離れる，距離を取る,phrase
smooth over,丸く収める，穏便に済ます,phrase
burn out,を焼き尽くす,phrase
cross out,線を引いて消す,phrase
make over,を作り替える,phrase
eat up,食べつくす，使い果たす,phrase
run against,にぶつかる，偶然出会う,phrase
crack up,大破する，くじける,phrase
spring up,突然現れる，跳ね上がる,phrase
fall through,失敗に終わる，駄目になる,phrase
even out,平らになる，安定する,phrase
pull in,到着する，片側に寄る,phrase
pick through,を探る，選りすぐる,phrase
carry through,やり通す，成し遂げる,phrase
be tidied up,きちんと片づけた，整えた,phrase
give in,降伏する，屈する,phrase
bounce back,持ち直す，跳ね返す,phrase
stand down,身を引く，引退する,phrase
wrap up,纏める，終了する,phrase
trip up,を躓かせる,phrase
sit in,座り込む,phrase
play out,最後まで演じる，遊ぶ,phrase
head out,出発する，去る,phrase
bring off,を成し遂げる,phrase
add up to,結局～になる,phrase
fall back on,に頼る,phrase
hang around,うろつく，徘徊する,phrase
settle up,を支払う，清算する,phrase
back down,手を引く,phrase
drop back,後退する,phrase
jump at,に飛びつく,phrase
face off,対決する，向き合う,phrase
play down,を軽く扱う,phrase
read off,を読み上げる，すらすら読む,phrase
hand off,を渡す,phrase
speak for,を代弁する，弁護する,phrase
weigh on,の重荷になる，負担になる,phrase
bring on,を引き起こす,phrase
split up,を分ける，分割する,phrase
drive off,を追い払う,phrase
talk up,を大袈裟にほめる,phrase
give over,を任せる,phrase
tie up,を縛り上げる,phrase
let up,やめる，弱まる,phrase
pick over,を吟味して選ぶ,phrase
critical of,を批判する,phrase
place limitation on,に制限を加える,phrase
along with,に沿って,phrase
low frequency,低周波,phrase
subject to,の支配下にある，によると,phrase
stop A from doing B,AがBすることを止める,phrase
in hope of,を期待して,phrase
law enforcement,法の執行,phrase
go against,に反して，に逆らって,phrase
biased against,に対する偏見,phrase
water vapor,水蒸気,phrase
look to,を頼りにする,phrase
take A away from B,BからAを取る,phrase
make ends meet,収支を合わせる，つじつまを合わせる,phrase
experiment with,を試す，実験する,phrase
get by,どうにか切り抜ける,phrase
saving account,普通預金,phrase
what if,もし～ならば,phrase
come along,一緒に行く,phrase
keep A company,Aに同行する，一緒に行く,phrase
catch up,遅れを取り戻す，追いつく,phrase
mother-in-law,義理の母，義母,phrase
role model,お手本,phrase
invest in,に投資する,phrase
sign up,登録する，署名する,phrase
across from,の向かいに,phrase
despite,にも関わらず,phrase
not surprisingly,当たり前の事だが,phrase
be aimed at,を狙っている，が意図されている,phrase
cut off,を断つ，切る,phrase
rebel against,に反抗する，対抗する,phrase
in line with,に従って，一致して,phrase
stay in touch with,と連絡を取り続ける,phrase
put A aside,Aを脇に置く,phrase
finish off,を完成させる，終わらせる,phrase
under warranty,保証期間中,phrase
health insurance,健康保険,phrase
light bulb,電球,phrase
on the run,逃走中の，走っている,phrase
trade in,を下取りに出す,phrase
down payment,頭金，手付金,phrase
register for,に登録する,phrase
on the rise,上昇中で,phrase
by contract,契約で，契約上の,phrase
lose out to,に負ける,phrase
real estate,不動産,phrase
conform to,に順応する，慣れる,phrase
fall into,に属する，分類される,phrase
hold up,持ちこたえる,phrase
aim to,するつもりである，を目的とする,phrase
clean cut,きちんとした，分かりやすい,phrase
to be honest,正直に言うと,phrase
put A to sleep,を眠らせる，安楽死させる,phrase
in mind,頭に置いて，考慮して,phrase
application form,申込用紙，申込用紙,phrase
bring A in,を持ち込む,phrase
at fault,落ち度がある，咎められるべき,phrase
a range of,様々な，色々な,phrase
combine A with B,AとBを組み合わせる,phrase
play at,起用する，遊ぶ,phrase
narrow down A to B,AをBに限定する,phrase
keep A out of B,AをBに入れない,phrase
confess to,を白状する，告白する,phrase
side job,副業，アルバイト,phrase
medical checkup,健康診断,phrase
stop by,立ち寄る,phrase
annual fee,年会費,phrase
keep A away from B,AをBから遠ざける,phrase
classify A as B,AをBに分類する,phrase
drop by,に立ち寄る,phrase
come into,に入る，受け継ぐ,phrase
close in,を閉じ込める,phrase
tune up,を調整する，整備する,phrase
sit by,傍観する,phrase
sink in,浸透する，理解される,phrase
wear off,擦り切れる，徐々に減る,phrase
count for,の価値がある,phrase
go back on,を裏切る，約束を破る,phrase
do away with,を廃止する，除く,phrase
take pride in,を誇りにする,phrase
put A into place,Aを実行する,phrase
on standby,待機して,phrase
distance A from B,AをBから遠ざける,phrase
fit in,うまく馴染む，溶け込む,phrase
come to a head,山場を迎える,phrase
fight back,応戦する，やり返す,phrase
miltary service,兵役，徴兵,phrase
civil rights,公民権，市民権,phrase
be laid up,寝込む,phrase
sort out,分類する，改善する,phrase
push A back,Aを遅らせる,phrase
push through,押し通す，芽が出る,phrase
wisdom tooth,親知らず,phrase
paid vacation,有給休暇,phrase
be located in,に位置している,phrase
benefit from,で利益を得る,phrase
up for,に参加しようとしている,phrase
speaking of which,と言えば，に関して,phrase
as before,以前の様に，以前と同等に,phrase
as it turns out,結局のところ,phrase
split off A from B,AをBから切り離す,phrase
threaten A with extinction,Aを絶滅の危機にさらす,phrase
in development,開発中の,phrase
fit A with B,AにBを備え付ける,phrase
fall out of favor with,に嫌われる,phrase
on balance,考慮すると，結局,phrase
match A with B,AをBと適合させる,phrase
obstacle to,への障壁,phrase
blood vessel,血管,phrase
hit the books,猛勉強する,phrase
let A go,Aを解雇する，自由にする,phrase
sales quota,売上ノルマ,phrase
no better than,と変わらない，同じぐらい悪い,phrase
out of nowhere,いきなり，突然,phrase
help out,手伝う,phrase
stick to,にくっつく,phrase
advise A on B,AにBについて助言する,phrase
be likely to,しそうである，する可能性が高い,phrase
bank account,銀行口座,phrase
replace A with B,AをBに置き換える,phrase
have access to,を利用できる,phrase
parking lot,駐車場,phrase
grant A to B,BにAを供与する,phrase
dual citizenship,二重国籍,phrase
integrate A into B,AをBに統合する,phrase
conflict with,と相容れない，合わない,phrase
replace A as B,BとしてAに取って代わる,phrase
toxic to,に有毒な,phrase
place a ban on,を禁止する,phrase
transmit A to B,AをBに伝染させる，移す,phrase
as it stands,現状では,phrase
crash down,崩れる，台無しになる,phrase
replace A by B,AをBで置き換える,phrase
categorize A as B,AをBの範疇に分ける,phrase
vice versa,反対に，反対もまた,phrase
be critical of,に批判的である,phrase
town twinning,姉妹都市提携,phrase
public official,公務員,phrase
natural disaster,自然災害,phrase
file a suit,提訴する，訴訟を提出する,phrase
in excess,過度に，余分に,phrase
let out,外に出す，解放する,phrase
buckle down,精を出す，全力を尽くす,phrase
come through,を通り抜ける，やり通す,phrase
chip in,寄付する，金を出す,phrase
slip up,やり損なう，うっかり誤る,phrase
nod off,眠り込む，眠る,phrase
cross over,越えて渡る,phrase
gear up,準備を整える，ギアを高速に入れる,phrase
leave off,脱いだままでいる，着ずにいる,phrase
lock up,刑務所，留置所,phrase
kick around,粗末に扱う，酷使する,phrase
get down to,に下りる，取り組む,phrase
send out for,お使いに出す，出前を頼む,phrase
grow out of,から生じる，脱皮する,phrase
walk off with,から歩いて出る，立ち去る,phrase
head off,を回避する，阻止する,phrase
back up,を後援する，後退させる,phrase
hang on,しがみつく，頑張る,phrase
kick off,始める，追い払う,phrase
get in on,加わる，乗り込む,phrase
best for,～にとって最良の,phrase
pull together,力を結集する，協力する,phrase
frankly speaking,率直に言うと,phrase
burst into,乱入する、急にし始める,phrase
go about,歩き回る、広まる,phrase
break through,突破する，切り抜ける,phrase
pass up,逃す，断る,phrase
turn away,追い返す,phrase
mess up,台無しにする,phrase
talk over,相談する、議論する,phrase
back out,取り消す，約束を破る,phrase
pull down,取り壊す，引き下げる,phrase
in use,使用中の,phrase
for once,今回だけ,phrase
as yet,今のところ，まだ,phrase
bring down,降ろす，仕留める,phrase
fall on,降りかかる,phrase
bound for,行きの，向けの,phrase
in conclusion,結論として,phrase
on hand,近くに，手元に,phrase
step in,介入する，立ち入る,phrase
go into effect,影響が始まる，発行される,phrase
tear up,引き裂く,phrase
around the clock,一日中,phrase
come to a halt,一旦停止する,phrase
take A for granted,を当然と思う,phrase
leave out,を省略する，を除外する,phrase
gaze at,を見つめている，をじっと見ている,phrase
stare at,をじっと見つめる,phrase
put through,やり遂げる，に電話を繋ぐ,phrase
pull off,もぎ取る，成功を掴む,phrase
first and foremost,まず第一に，真っ先に,phrase
for the purpose of,の目的で，を目的に,phrase
in the midst of,の真っただ中,phrase
owing to,のために，のおかげで,phrase
look through,に目を通す，一通り調べる,phrase
vote for,に賛成する，に投票する,phrase
cut out for,に向いている、向き,phrase
lean on,に寄りかかる，にもたれる,phrase
in addition to,に加えて,phrase
come in contact with,と接触する，連絡する,phrase
die of,で死ぬ，亡くなる,phrase
make do with,で間に合わせる，でやりくりする,phrase
so as to,するように，なるように,phrase
submit A to B,AをBに提出する,phrase
as far as A is concerned,Aに関すると，Aに関する限りでは,phrase
adjust A to B,AとBを調整する,phrase
congratulate on,祝う，祝いの言葉を述べる,phrase
be into,に夢中になる，に嵌っている,phrase
take steps,順序を踏む，対策を打つ,phrase
be identical to,と同一である，と同じである,phrase
to some degree,ある程度，一定程度,phrase
be qualified to,の資格がある,phrase
without reserve,遠慮せず，遠慮なく,phrase
in all probability,十中八九,phrase
be worthy to,に値する，価値がある,phrase
as A as any,Aで誰にも劣らず,phrase
free of charge,無料で，タダで,phrase
improve on,を改善する，改良する,phrase
be addicted to,の中毒になる，癖になる,phrase
derive from,から派生する,phrase
get hold of,を手に入れる，に連絡を取る,phrase
scold A for B,BのことでAを叱る,phrase
a bunch of,たくさんの，多量の,phrase
as A as ever,いつものように，相変わらず,phrase
as is,そのまま，現状のままで,phrase
fix on,を固定する，取り付ける,phrase
think much of,を尊重する，評価する,phrase
in parallel,並行して，並んで,phrase
be apt to,しがちである，する癖がある,phrase
take A into consideration,Aを考慮に入れる,phrase
up to now,今まで，現在まで,phrase
attend on,に参加する，付き添う,phrase
be faithful to,に忠義を尽くす，付いていく,phrase
provided that,である限り，という条件で,phrase
come out with,を見せる，口に出す,phrase
interfere with,に干渉する,phrase
hold still,止まる，座る,phrase
commit suicide,自殺する,phrase
at the end of the day,一日の終わりに,phrase
way to go,良い調子,phrase
forget oneself,我を忘れる，夢中になる,phrase
for real,本物の，本気で,phrase
buy out,買い取る，株を買い取る,phrase
pretend to do,するふりをする,phrase
quite a bit,たくさんの，かなりの,phrase
now and again,時々,phrase
in succession,連続して，引き続き,phrase
either way,どちらにしても，どのみち,phrase
convict of,で有罪判決とする,phrase
catch A's eye,Aの目を引く,phrase
surrender to,に降伏する,phrase
split the bill,割り勘をする，割り勘,phrase
elaborate on,を詳しく述べる，詳しく話す,phrase
bear fruit,実を結ぶ，効果を生み出す,phrase
by force,力ずくで，無理やり,phrase
draw into,引き込む，引き入れる,phrase
hardly before,～するやいなや，～するかしないうちに,phrase
in a passion,情熱を持って,phrase
take heart,勢い付く，元気になる,phrase
fall behind,遅れる，追い越される,phrase
spell out,綴りを書く，綴りを言う,phrase
in doubt,疑って，迷って,phrase
be impatient with,イライラして，もどかしくて,phrase
confide in,信じる，許す,phrase
consider A as B,AをBと見なす,phrase
add up,足し合わせる，合計する,phrase
be distinct from,とは区別する，とは異なって,phrase
ever since,それ以来，それ以降,phrase
none the less,それでもなお,phrase
in years,年間で,phrase
associate with,と関連付ける,phrase
mother tongue,母国語,phrase
wipe out,を一掃する，全滅させる,phrase
to the full,いっぱいに，心ゆくまで,phrase
top off,仕上げをする，終える,phrase
prohibit A from doing,Aがすることを禁止する,phrase
hesitate to,をためらう,phrase
sleep on,を一晩寝て考える，決定を一日延ばす,phrase
check up on,調べる，照合する,phrase
crop up,突然現れる，生じる,phrase
be obliged to do,する義務がある,phrase
sit back,深く座る，傍観する,phrase
entrust A to B,AからBに委託される,phrase
build A into B,AをBに組み入れる,phrase
touch down,着陸する，降り立つ,phrase
close call,間一髪，際どいところ,phrase
fade away,消えていく，消滅していく,phrase
tens of thousands,何万もの，数万の,phrase
cash in,現金に変える，現金を投入する,phrase
good for nothing,何の役にも立たない,phrase
be devoted to,に専念した，に夢中な,phrase
black out,消灯する，黒く塗りつぶす,phrase
convince A of B,BについてAを納得させる,phrase
bear out,裏付ける，支持する,phrase
at home with,慣れて，精通して,phrase
as much as to say,と言わんばかりに,phrase
oddly enough,奇妙なことに，おかしなことに,phrase
be bent on,熱心で，決意を持って,phrase
crank up,刺激する，始動する,phrase
be consistent with,に首尾一貫している,phrase
in consequence,結果として,phrase
in contrast with,とは対照的に,phrase
loosen up,緩める，ほぐす,phrase
beware of,注意する，気を付ける,phrase
take delight in,喜びを得る，面白がる,phrase
as it happens,それが起こるとき,phrase
end up with,で終わる，の羽目になる,phrase
in prospect,予期されて，見込みがあって,phrase
illustrate A with B,BでAを描く，表現する,phrase
starve to death,飢え死にする，餓死する,phrase
interfere in,に干渉する,phrase
on the decline,衰退中の，下降中の,phrase
bet on,に賭ける，賭けをする,phrase
concentrate A on B,AをBに集中させる,phrase
engage in,に従事する,phrase
free up,解放する，自由にする,phrase
by coincidence,偶然に，たまたま,phrase
hang over,持ち越される，継続する,phrase
operate on,を運営する，操作する,phrase
be crowded with,で混んでいる,phrase
ask A out,Aを誘い出す,phrase
put it briefly,簡単に言うと，短く言うと,phrase
might as well do,するかもしれない,phrase
be applicable to,に当てはまる，に適している,phrase
at worst,最悪の場合,phrase
on principle,原則として,phrase
originate in,に端を発する，起因する,phrase
be vulnerable to,に弱い，傷つきやすい,phrase
catch up on,に追い付く,phrase
classify A into B,AをBに分類する,phrase
inquire into,に尋ねる,phrase
irrespective of,に関わりなく,phrase
at the sacrifice of,の犠牲によって,phrase
live off,によって生きる，で生計を立てる,phrase
watch over,見守る，見張る,phrase
one and only,たった一つだけ，一つ限りの,phrase
from top to bottom,上から下まで,phrase
take up with,と仲良くなる,phrase
for life,一生の，生きるために,phrase
close out,締め切る，売り払う,phrase
break the ice,話の口火を切る,phrase
contend with,と戦う，張り合う,phrase
on the brink of,の危機にひんして,phrase
be in for,に直面しそうな，に参加する,phrase
kick back,逆襲する，見返り,phrase
strictly speaking,厳密に言えば,phrase
cough up,咳払いする,phrase
abstain from,を控える，慎む,phrase
conform A to B,AをBに合わせる,phrase
a touch of,ほんの少しの，一抹の,phrase
at a premium,特別に、割増の,phrase
wash up,顔や手を洗う，皿洗いをする,phrase
get over with,を乗り越える，克服する,phrase
catch on with,に追いつく,phrase
none the more,それでもなお,phrase
nothing much,大したことはない，特に何もない,phrase
tie into,結び付ける，調和させる,phrase
ring a bell,思い出させる，聞いたことのある,phrase
out of the picture,目立たない，重要でない,phrase
go places,遊びまわる，出世する,phrase
carry over,持ち越す,phrase
lay in,蓄える，仕入れる,phrase
draw out,引き抜く，引き伸ばす,phrase
take pity on,に同情する，哀れむ,phrase
fence in,を囲い込む,phrase
touch off,発射させる,phrase
write off,すぐに書く,phrase
buy off,お金で解決する,phrase
at one's disposal,自由に，好きなように,phrase
give of,分け与える,phrase
make an end of,で済ませる，終わらせる,phrase
in vogue,流行している、流行っている,phrase
bail out,脱出する，救済する,phrase
tell A apart,Aを区別する,phrase
at a standstill,停止中の，行き詰って,phrase
go in for,に参加する，携わる,phrase
in recognition of,の認識で,phrase
set back,後退する，戻す,phrase
in a breath,一息で,phrase
set at,評価する，設置する,phrase
glare at,睨みつける,phrase
kill oneself,自殺する，自害する,phrase
rub off,こすり落とす,phrase
lean over,寄りかかる，屈む,phrase
stay put,入れたまま，元のままで,phrase
in large,大規模に，概して,phrase
on edge,イライラして,phrase
be proficient in,に精通している,phrase
take cover,隠れる，避難する,phrase
up in the air,漠然とした，未決定の,phrase
ease up,緩む，和らぐ,phrase
lie with,の役目である，次第である，,phrase
make matters worse,問題を悪化させる,phrase
take A by surprise,Aを驚かせる,phrase
off duty,非番の，勤務時間外の,phrase
be appropriate to,にふさわしい，適している,phrase
out and about,出歩いて，外に出られる,phrase
hook up,つなぐ，引っかける,phrase
notify A of B,AにBを通知する,phrase
glance at,一瞥する，ちらっと見る,phrase
go through with,で通り抜ける，通過する,phrase
in a vacuum,真空で，真空中で,phrase
have a tendency to,する傾向がある,phrase
speak well of,の事を良く言う，ほめる,phrase
be oblivious of,忘れがちな，気づかないで,phrase
map out,綿密に計画する,phrase
hide out,隠れる，潜伏する,phrase
in a second,すぐに，一瞬で,phrase
clear away,取り除く，片づける,phrase
beef up,強化する,phrase
no offense,悪気はなく，悪気なく,phrase
high and low,高きも低きも，あらゆる人達,phrase
stamp out,踏み消す，鎮圧する,phrase
be versed in,に精通している，に詳しい,phrase
drink in,吸収する，見とれる,phrase
under the table,こっそりと，そでの下で,phrase
in focus,焦点があっている,phrase
in a million,最高の,phrase
to all appearances,どうみても，明らかに,phrase
crash into,衝突する，ぶち当たる,phrase
bottom out,底をつく，底値に達する,phrase
set A apart,Aを離す,phrase
run off,流出する，逃げる,phrase
look beyond,視野を広げる，先を見据える,phrase
chew on,かじりつく，しゃぶり付く,phrase
with A start,はっとして，ビクッとして,phrase
kick out,追い出す,phrase
pop in,飛び込む，飛び入る,phrase
dream on,夢を見続ける,phrase
be obliged to,義務を負う,phrase
down to earth,分別のある，現実的な,phrase
go to extremes,極端に行く，行き過ぎる,phrase
to be frank,率直に言って，正直なところ,phrase
in diameter,直径で,phrase
be innocent of,無罪の，罪のない,phrase
keep in,抑える，閉じ込める,phrase
entrust A with B,AにBを委託する，任せる,phrase
on the subject of,に関して，について,phrase
break the news,悲報を伝える,phrase
be inferior to,より劣って,phrase
be badly off,貧乏している，お金のない,phrase
spit it out,白状する，吐き出すように言う,phrase
hole up,冬眠する，隠れる,phrase
drag out,引き出す，長引かせる,phrase
hand in hand with,手を取り合って，手を取って,phrase
out of the ordinary,並外れた，普通でない,phrase
think better of,よく考える，見直す,phrase
level out,平らげる，平らにする,phrase
roll out,製品投入する，水平展開する,phrase
in so far as,する限りにおいて,phrase
not necessarily,必ずしも必要でなく,phrase
pull into,引き入れる，引き込む,phrase
point up,強調する，際立たせる,phrase
tell off,小言を言う，叱りつける,phrase
true to life,写実的，そっくりの,phrase
in haste,急いで，慌てて,phrase
in obedience to,従順で，応じて,phrase
be disappointed at,にがっかりして,phrase
head on,正面から，真向かいに,phrase
expand on,について詳しく話す,phrase
pull up to,追いつく，並ぶ,phrase
pull the plug,停止させる,phrase
put A into practice,Aを実践する，実行する,phrase
have a clue,手がかりがある,phrase
write out,書きつくす，書くことがなくなる,phrase
ship out,出荷する，積み出しする,phrase
at the cost of,の代償を払って，を犠牲にして,phrase
consent to,に納得する、を許す,phrase
crack down,厳しく取り締まる，処罰する,phrase
hinge on,決定する，定まる,phrase
hit it off,仲良くやる，ウマが合う,phrase
turn out for,に向かう，の方向に進む,phrase
hear out,最後まで聞く,phrase
